entry_index,exit_index,direction,entry_time,exit_time,entry_price,exit_price,raw_return,net_roi,holding_bars
21,35,long,2020-01-02 06:30:00,2020-01-02 20:30:00,99.39022651030257,101.06343698667777,0.016834758659109772,0.3206951731821955,14
38,51,long,2020-01-02 23:30:00,2020-01-03 12:30:00,100.35200292655432,102.19238365967163,0.01833925262522418,0.3507850525044836,13
80,100,short,2020-01-04 17:30:00,2020-01-05 13:30:00,101.0057876632191,97.83795051902993,0.03237840865823327,0.6315681731646654,20
103,115,short,2020-01-05 16:30:00,2020-01-06 04:30:00,98.51014247710663,96.45392870911436,0.021318092435543834,0.4103618487108767,12
188,203,long,2020-01-09 05:30:00,2020-01-09 20:30:00,96.62325578123847,98.55577407192446,0.02000055033398307,0.3840110066796614,15
233,246,short,2020-01-11 02:30:00,2020-01-11 15:30:00,97.60115612984539,93.7067972961699,0.04155897913538742,0.8151795827077484,13
252,263,short,2020-01-11 21:30:00,2020-01-12 08:30:00,95.81576461908767,94.72271474663388,0.0115394694438129,0.21478938887625798,11
280,306,short,2020-01-13 01:30:00,2020-01-14 03:30:00,96.98402119092614,94.78257654817949,0.023226258695632884,0.4485251739126577,26
331,340,short,2020-01-15 04:30:00,2020-01-15 13:30:00,99.18696663568736,97.67385757263283,0.015491443674468863,0.29382887348937725,9
352,365,long,2020-01-16 01:30:00,2020-01-16 14:30:00,98.02642416291526,99.28145994982147,0.012803035483783365,0.24006070967566728,13
392,407,long,2020-01-17 17:30:00,2020-01-18 08:30:00,98.32442450551962,99.73465412821966,0.014342617612990827,0.2708523522598165,15
412,420,long,2020-01-18 13:30:00,2020-01-18 21:30:00,96.62121466558956,98.40354192860671,0.018446541674992156,0.35293083349984317,8
438,456,long,2020-01-19 15:30:00,2020-01-20 09:30:00,95.56915640788972,98.85531432187442,0.03438513049083913,0.6717026098167826,18
472,483,long,2020-01-21 01:30:00,2020-01-21 12:30:00,96.9143878329076,99.0422901932241,0.021956516549279437,0.4231303309855888,11
511,519,long,2020-01-22 16:30:00,2020-01-23 00:30:00,96.34739577387539,97.80960947828844,0.015176473558712766,0.2875294711742553,8
537,547,short,2020-01-23 18:30:00,2020-01-24 04:30:00,98.62520525242219,95.8880873869843,0.02854492085540783,0.5548984171081566,10
553,563,short,2020-01-24 10:30:00,2020-01-24 20:30:00,97.74511870507695,95.83951261980246,0.019883303171981614,0.38166606343963233,10
592,601,short,2020-01-26 01:30:00,2020-01-26 10:30:00,95.55940073921619,93.69545957487065,0.019893612484563228,0.3818722496912646,9
607,615,short,2020-01-26 16:30:00,2020-01-27 00:30:00,94.40042031666255,92.39512405267591,0.021703485812123446,0.41806971624246897,8
631,640,short,2020-01-27 16:30:00,2020-01-28 01:30:00,93.44670657257105,91.59372128572825,0.020230483714733793,0.3886096742946759,9
649,658,long,2020-01-28 10:30:00,2020-01-28 19:30:00,92.03493151955931,93.50106205023386,0.01593015289377342,0.3026030578754684,9
673,692,long,2020-01-29 10:30:00,2020-01-30 05:30:00,89.39711525659843,92.55407863399373,0.03531392895994245,0.690278579198849,19
